Date,Open,High,Low,Close*,Adj Close**,Volume,LogReturn,Volatility,SMA_20,EMA_20,RSI,ATR
2018-06-19,24763.59,24763.59,24567.75,24700.21,24700.21,376380000,-0.011562753603416668,0.0076504141757101195,24924.103,24932.33509269415,24.96349754865477,226.53499999999985
2018-06-20,24771.17,24804.76,24628.39,24657.8,24657.8,359520000,-0.001718465166518131,0.007500442018726865,24915.2725,24906.188893389943,30.04514091660154,216.5878571428571
2018-06-21,24639.21,24639.21,24406.63,24461.7,24461.7,349570000,-0.007984651385142611,0.007663626752278151,24894.017,24863.856617829,31.009286475338527,216.11714285714282
2018-06-22,24526.97,24663.18,24526.97,24580.89,24580.89,473970000,0.004860682711394319,0.007748920835886162,24882.4735,24836.907416130998,32.294895031179195,214.4971428571428
2018-06-25,24463.73,24463.73,24084.39,24252.8,24252.8,439130000,-0.013437237146241586,0.008269630040053122,24857.459,24781.278138404236,36.70519948158636,240.82142857142858
2018-06-26,24281.89,24384.21,24241.22,24283.11,24283.11,301130000,0.0012489723151427523,0.00749345318321807,24853.541999999998,24733.833553794306,42.96489359824452,226.28642857142844
2018-06-27,24303.11,24569.02,24115.82,24117.59,24117.59,313790000,-0.0068395971650353285,0.0070059923844739865,24826.0325,24675.14369152818,39.056444236288286,245.82214285714275
2018-06-28,24064.19,24308.16,23997.21,24216.05,24216.05,305020000,0.004074186682183885,0.006750713395822113,24816.042999999998,24631.420482811212,29.163712416269476,256.60928571428565
2018-06-29,24323.93,24509.52,24269.71,24271.41,24271.41,329070000,0.002283477998442094,0.006421128471943124,24797.853,24597.133770162527,27.212872685952036,269.5264285714285
2018-07-02,24161.53,24319.42,24077.56,24307.18,24307.18,244110000,0.001472665487601119,0.006169726076285861,24772.5275,24569.519125385144,34.93152539110106,278.4214285714284
2018-07-03,24359.39,24444.88,24150.85,24174.82,24174.82,160960000,-0.005460184350645155,0.00624680016311957,24741.269500000002,24531.92873249132,33.13124922051121,287.23428571428565
2018-07-05,24285.82,24372.8,24177.44,24356.74,24356.74,237670000,0.007497012338772843,0.005557866982288892,24701.787,24515.244091301673,35.38129192586963,287.52571428571406
2018-07-06,24352.47,24520.29,24281.47,24456.48,24456.48,219450000,0.004086603539267512,0.005574300877225085,24662.5405,24509.647511177704,32.585132372737874,284.5178571428569
2018-07-09,24519.2,24796.52,24518.43,24776.59,24776.59,240580000,0.013004044273840701,0.006396211374459969,24635.5435,24535.070605351255,33.68372927733836,289.8985714285713
2018-07-10,24806.97,24945.38,24806.97,24919.66,24919.66,235040000,0.005757794411322594,0.006572714195350831,24615.411,24571.698166746373,52.10540874897235,271.97499999999985
2018-07-11,24789.48,24815.16,24663.82,24700.45,24700.45,237370000,-0.00883558807500957,0.006809296260237623,24584.396999999997,24583.960246103863,44.85674678215197,277.6514285714285
2018-07-12,24802.9,24939.97,24802.9,24924.89,24924.89,233150000,0.009045440506988252,0.007126944338779571,24570.5815,24616.42974647492,53.831108671035864,276.8192857142858
2018-07-13,24926.07,25043.21,24890.06,25019.41,25019.41,255520000,0.0037850210271893857,0.007190970708564086,24562.786500000002,24654.808818239217,56.913494754285956,273.3671428571428
2018-07-16,25025.58,25072.41,24979.64,25064.36,25064.36,231270000,0.0017949931512374032,0.007167895695570498,24561.480499999998,24693.813692692624,60.88626166833221,244.5292857142857
2018-07-17,25033.92,25155.39,24989.61,25119.89,25119.89,250450000,0.0022130458326470983,0.007118640925668399,24568.1015,24734.39238862666,55.764504446443,246.1571428571429
2018-07-18,25133.79,25215.32,25101.12,25199.29,25199.29,252870000,0.0031558569077730705,0.006571376301455836,24593.0555,24778.668351614597,57.495598164399794,221.9428571428572
2018-07-19,25139.15,25154.17,25052.62,25064.5,25064.5,285760000,-0.00536331713564082,0.006700022518026563,24613.3905,24805.890413365585,70.13764266343667,210.20857142857156
2018-07-20,25041.14,25124.1,24986.35,25058.12,25058.12,274080000,-0.00025457567998076066,0.006380861096058967,24643.211499999998,24829.912278759337,68.7682010487296,199.08571428571435
2018-07-23,25036.9,25081.45,24983.33,25044.29,25044.29,228820000,-0.0005520692657801297,0.006332227376515928,24666.3815,24850.32920459178,49.62423397167445,188.81857142857163
2018-07-24,25092.43,25286.62,25092.43,25241.94,25241.94,274940000,0.007861039406994239,0.005528028644515868,24715.838499999998,24887.625470821135,43.71365235796465,185.12571428571417
2018-07-25,25183.7,25432.87,25113.55,25414.1,25414.1,273670000,0.006797241270782199,0.005626755629275999,24772.388,24937.7659021715,47.71768637859933,193.79285714285703
2018-07-26,25468.55,25587.24,25463.16,25527.07,25527.07,297530000,0.004435319612643141,0.00521514028754568,24842.862,24993.89010196469,51.89912698739398,189.1014285714287
2018-07-27,25520.52,25580.22,25370.07,25451.06,25451.06,329680000,-0.0029820653024314244,0.005363808365848331,24904.6125,25037.430092253766,55.583885474353956,179.8235714285716
2018-07-30,25439.32,25500.16,25287.38,25306.83,25306.83,296880000,-0.005683072648866999,0.0056669639687469036,24956.383500000004,25063.087226324835,53.0801354122908,182.9657142857143
2018-07-31,25345.21,25490.98,25345.21,25415.19,25415.19,348700000,0.004272706995969568,0.005685499426114165,25011.784,25096.620823817706,55.62342004667438,177.84499999999986
2018-08-01,25461.63,25488.8,25278.32,25333.82,25333.82,315880000,-0.003206764810963042,0.005545715890263404,25069.734,25119.211221549354,63.550055166363144,175.7707142857141
2018-08-02,25256.45,25360.48,25120.07,25326.16,25326.16,307700000,-0.0003024083332988371,0.005437262689166607,25118.205,25138.920629020846,56.084888344667014,182.00357142857138
2018-08-03,25360.37,25467.9,25325.17,25462.58,25462.58,239020000,0.005372069796576818,0.005471321363872946,25168.51,25169.745331018858,57.43457933460892,185.572142857143
2018-08-06,25437.43,25540.02,25381.38,25502.18,25502.18,238990000,0.0015540152830849949,0.004821480946038596,25204.789500000003,25201.40577568373,56.143340797407696,185.06214285714304
2018-08-07,25551.65,25692.72,25551.65,25628.91,25628.91,239910000,0.004957072478082729,0.0047869695034373615,25240.252,25242.120463713847,52.06531462369318,190.51500000000019
2018-08-08,25615.72,25634.11,25557.48,25583.75,25583.75,217770000,-0.0017636268729409592,0.0042182677319756515,25284.416999999998,25274.656610026814,52.245877348627715,185.512142857143
2018-08-09,25589.79,25613.31,25492.69,25509.23,25509.23,214970000,-0.0029170368548293323,0.003971259940223759,25313.634,25296.996932881404,50.715289111079,184.28857142857174
2018-08-10,25401.19,25401.19,25222.88,25313.14,25313.14,234480000,-0.007716718958951248,0.004382426416698143,25328.320499999998,25298.534367845077,60.72293177198679,197.7335714285717
2018-08-13,25327.19,25381.39,25153.93,25187.7,25187.7,219990000,-0.00496784837571477,0.004542035652440736,25334.4875,25287.978713764594,70.69341573135833,196.67142857142895
2018-08-14,25215.69,25339.51,25201.87,25299.92,25299.92,219210000,0.004445453551112471,0.004619701028475071,25343.488999999998,25289.11597912035,62.26121609848884,184.7064285714288
2018-08-15,25235.37,25235.37,24965.77,25162.41,25162.41,295810000,-0.005450019464743637,0.004744398513181998,25341.645,25277.04874301365,65.48436634124694,196.2071428571427
2018-08-16,25294.97,25607.34,25294.97,25558.73,25558.73,342430000,0.015627727055543467,0.005731633700581772,25366.3565,25303.875529393303,63.716670530952925,212.9771428571426
2018-08-17,25550.8,25728.16,25521.66,25669.32,25669.32,284160000,0.004317563202016804,0.00577100025152961,25396.9165,25338.67976468918,58.71334483070562,212.52857142857127
2018-08-20,25727.7,25790.17,25716.41,25758.69,25758.69,248570000,0.0034755414398194733,0.005776731868847078,25432.6365,25378.680739480686,55.95702608971346,208.00714285714275
2018-08-21,25786.99,25888.82,25784.9,25822.29,25822.29,241620000,0.002466026517170363,0.005582143257327371,25461.654000000002,25420.929240482525,35.84048184473956,202.26785714285714
2018-08-22,25825.06,25836.16,25722.43,25733.6,25733.6,200480000,-0.0034405414197168764,0.005504601203570647,25477.628999999997,25450.707408055616,37.88414931814306,193.2192857142857
2018-08-23,25714.86,25762.56,25608.02,25656.98,25656.98,213270000,-0.002981871649340907,0.005484175341787738,25484.124499999998,25470.352416812224,37.344809400740715,194.06285714285696
2018-08-24,25688.58,25826.05,25688.58,25790.35,25790.35,200330000,0.00518473159888727,0.00553436951832003,25501.089,25500.828377115824,45.832542148023826,194.807857142857
2018-08-27,25882.71,26067.57,25882.71,26049.64,26049.64,220510000,0.010003557573374334,0.0056969622664894415,25538.229499999998,25553.096150723843,43.29529039232383,200.99928571428558
2018-08-28,26092.7,26122.24,26037.85,26064.02,26064.02,211470000,0.0005518706751729695,0.005660447948673163,25570.671000000002,25601.75556494062,41.01664050391699,201.55357142857142
2018-08-29,26082.53,26167.94,26035.3,26124.57,26124.57,214960000,0.0023204316180526806,0.0055649888692659725,25610.2085,25651.547415898658,45.14723261768765,202.41214285714264
2018-08-30,26099.01,26104.37,25934.8,25986.92,25986.92,240440000,-0.005282916306622148,0.005759653159620212,25643.2465,25683.487662003547,40.63680368495461,195.51357142857134
2018-08-31,25964.85,26028.83,25879.77,25964.82,25964.82,273440000,-0.0008507896495122784,0.0056951238134477665,25668.3585,25710.28121800321,33.597432460566495,189.9135714285715
2018-09-04,25916.07,25971.77,25805.95,25952.48,25952.48,254600000,-0.00047537141694118317,0.0057023692580192385,25690.873499999998,25733.34776866957,37.14233776595077,190.9142857142859
2018-09-05,25919.84,26011.22,25871.04,25974.99,25974.99,289210000,0.0008669785533542339,0.005621036223030949,25708.177499999998,25756.361314510563,26.02478498460927,177.0592857142861
2018-09-06,25973.02,26073.68,25880.84,25995.87,25995.87,262380000,0.0008035272505954597,0.005591757648997674,25728.783499999998,25779.17166550956,37.18965335704343,159.0528571428575
2018-09-07,25951.02,26002.99,25818.39,25916.54,25916.54,281350000,-0.0030563043307662483,0.0055967132949417435,25749.149,25792.25436403246,38.70928536703938,157.48857142857196
2018-09-10,25991.91,26039.96,25854.13,25857.07,25857.07,252170000,-0.0022973103924984004,0.005285617419016419,25776.3455,25798.427281743654,36.77990489190059,162.1300000000005
2018-09-11,25841.14,26019.92,25754.32,25971.06,25971.06,265960000,0.004398776641239437,0.005135974568261299,25815.5135,25814.868493006164,46.938270608957566,171.80642857142888
2018-09-12,25989.07,26145.72,25929.43,25998.92,25998.92,282770000,0.0010721575289735293,0.005090426427487457,25850.4635,25832.397207957958,50.14350601254794,179.13214285714326
2018-09-13,26083.94,26191.64,26067.08,26145.99,26145.99,260800000,0.0056408339747160904,0.004910116173818621,25899.642499999998,25862.26318815244,53.84163527910978,181.85928571428616
2018-09-14,26169.56,26211.11,26068.29,26154.67,26154.67,228640000,0.0003319269806420224,0.0037057067325487743,25929.4395,25890.111455947444,46.13549522445214,179.98428571428616
2018-09-17,26151.66,26184.47,26030.35,26062.12,26062.12,230230000,-0.0035448405355610634,0.0037687675616596577,25949.0795,25906.493222047688,53.48104638631981,171.1914285714291
2018-09-18,26076.21,26317.34,26076.21,26246.96,26246.96,243000000,0.007067253690387912,0.003984415120308809,25973.493,25938.91862947172,50.6885469145789,183.39357142857185
2018-09-19,26287.84,26464.41,26280.76,26405.76,26405.76,251330000,0.006031995364878401,0.004133351935430445,26002.6665,25983.379712379174,50.05279113849799,189.45142857142906
2018-09-20,26519.39,26697.49,26519.39,26656.98,26656.98,260480000,0.009468861842248365,0.004384493349251703,26048.835499999997,26047.532120724012,56.96859378396005,196.73428571428641
2018-09-21,26726.25,26769.16,26680.37,26743.5,26743.5,657620000,0.0032404231462882455,0.004248770883122535,26103.1615,26113.814775893155,62.75748030317764,194.10000000000062
2018-09-24,26705.25,26709.94,26548.68,26562.05,26562.05,254850000,-0.006807947796135993,0.004616931708368237,26141.7465,26156.503844855713,62.72429080669801,196.1714285714292
2018-09-25,26601.58,26634.85,26475.58,26492.21,26492.21,234110000,-0.002632777852011827,0.004237287292282483,26163.875,26188.47585963136,78.22484370368548,197.53500000000037
2018-09-26,26536.86,26606.09,26349.34,26385.28,26385.28,262620000,-0.00404444862112375,0.004376236557496226,26179.938,26207.21911109504,59.641869438187136,202.10000000000036
2018-09-27,26418.27,26557.01,26379.95,26439.93,26439.93,226350000,0.0020690885846727327,0.004371432106163767,26195.706,26229.382052895515,63.04917145686771,201.56142857142862
2018-09-28,26407.66,26515.76,26383.57,26458.31,26458.31,264030000,0.0006949191783947039,0.004146609661998563,26219.2755,26251.184714524512,75.28414929512232,197.73000000000008
2018-10-01,26598.36,26737.98,26596.05,26651.21,26651.21,238320000,0.007264266303668589,0.004358039637071761,26253.595,26289.282360760273,76.78777794880428,198.73500000000007
2018-10-02,26648.91,26824.78,26627.66,26773.94,26773.94,258290000,0.004594473422877634,0.004396335067817222,26294.667999999998,26335.44023116406,73.53504783418761,197.3657142857142
2018-10-03,26833.47,26951.81,26789.08,26828.39,26828.39,280130000,0.0020316288015316416,0.004394411857130266,26337.338,26382.38782819605,62.315400719813624,196.30500000000004
2018-10-04,26784.08,26793.82,26471.61,26627.48,26627.48,289600000,-0.007516889950952448,0.004846049756019581,26368.9185,26405.729939796427,61.816056227598544,211.5878571428571
2018-10-05,26632.77,26676.16,26301.81,26447.05,26447.05,267100000,-0.006799144338402542,0.0050854373378583055,26395.444,26409.66518362534,58.120201569661994,227.31857142857112
2018-10-08,26399.45,26529.35,26223.09,26486.78,26486.78,273020000,0.0015011196983291048,0.005025876487347543,26426.9295,26417.009451851496,65.09701286554815,230.96428571428518
2018-10-09,26469.19,26539.94,26324.16,26430.57,26430.57,282560000,-0.0021244458061828826,0.005019234759702504,26449.905,26418.300932627542,66.89276268009493,230.84499999999935
2018-10-10,26441.73,26487.87,25567.1,25598.74,25598.74,438200000,-0.03197816326122798,0.008895486745318325,26429.895999999997,26340.247510472538,66.54571786745976,275.77642857142774
2018-10-11,25518.39,25683.64,24899.77,25052.83,25052.83,522880000,-0.021556336322551977,0.009886589638934655,26375.238,26217.63631899896,71.35843378072317,323.7542857142848
2018-10-12,25407.63,25467.55,25000.83,25339.99,25339.99,397510000,0.01139698505824134,0.010331519362646431,26334.503999999997,26134.050955284772,73.30873330512117,343.1757142857132
2018-10-15,25332.46,25482.42,25243.88,25250.55,25250.55,287320000,-0.00353584259756547,0.010331429594699784,26293.9255,26049.908007162412,70.9841527709071,348.8378571428561
2018-10-16,25351.53,25817.68,25351.53,25798.42,25798.42,305800000,0.021465312079871273,0.011411044711249473,26271.498499999998,26025.95676838504,79.50290607429886,371.00785714285615
2018-10-17,25705.87,25810.09,25479.16,25706.68,25706.68,298210000,-0.0035623694359846626,0.011307175341737955,26236.5445,25995.54945711027,76.14468116020994,381.99857142857064
2018-10-18,25645.56,25691.46,25236.01,25379.45,25379.45,328020000,-0.012811088861591487,0.011283562651120625,26172.667999999998,25936.873318337864,75.6707695442379,406.1757142857137
2018-10-19,25421.09,25608.71,25350.02,25444.34,25444.34,350810000,0.002553529961448412,0.011266345086165861,26107.71,25889.965383258066,76.48222670850545,404.6771428571423
2018-10-22,25492.14,25561.34,25236.05,25317.41,25317.41,314940000,-0.0050010200414798926,0.011237102693440205,26045.478,25835.43629913825,72.31637222452655,413.83214285714246
2018-10-23,25038.46,25307.7,24768.79,25191.43,25191.43,436430000,-0.004988444052425084,0.01125201159297689,25980.439,25774.10236588699,84.09786538556783,440.31428571428506
2018-10-24,25172.88,25306.23,24533.19,24583.42,24583.42,496400000,-0.024431625342863188,0.012274640915266347,25890.346,25660.704045326325,84.96319305731795,470.0471428571423
2018-10-25,24736.54,25104.29,24645.56,24984.55,24984.55,439670000,0.016185401858153918,0.012998466244823126,25817.577,25596.308421961912,87.30698641869573,480.5128571428569
2018-10-26,24770.25,24916.16,24445.19,24688.31,24688.31,505310000,-0.011927781577805356,0.013124099830160642,25729.076999999997,25509.832381775064,82.81800541592014,497.16285714285704
2018-10-29,24818.98,25040.58,24122.23,24442.92,24442.92,443850000,-0.009989248814596523,0.012947800423361664,25618.6625,25408.22167874887,70.7611228249989,547.3464285714288
2018-10-30,24482.04,24906.68,24415.69,24874.64,24874.64,470050000,0.017508207143035737,0.013715245203625274,25523.697500000002,25357.40437601088,65.787426788936,516.6478571428573
2018-10-31,25008.82,25336.55,25008.82,25115.76,25115.76,448930000,0.009646726966355969,0.013985171592801353,25438.066,25334.390625914606,62.709825437266126,493.65071428571457
2018-11-01,25142.08,25396.47,25108.11,25380.74,25380.74,383970000,0.010495081133103101,0.014276136110392225,25375.729,25338.804852017976,65.71731020276772,480.9107142857148
2018-11-02,25443.6,25578.98,25078.72,25270.83,25270.83,429480000,-0.004339852545799543,0.014246790610261838,25316.918,25332.331056587693,65.82805757661662,499.6050000000006
2018-11-05,25261.47,25507.35,25261.47,25461.7,25461.7,334740000,0.007524596174495507,0.014393721221338236,25265.663999999997,25344.651908341246,60.91312489525879,476.65857142857175
2018-11-06,25452.83,25651.86,25444.9,25635.01,25635.01,265450000,0.006783633020982671,0.014526024266857398,25225.886,25372.305059927792,57.18262749108219,467.8035714285717
2018-11-07,25788.46,26200.14,25765.88,26180.3,26180.3,361780000,0.021048224217945364,0.013477072150157312,25254.964,25449.256958982285,58.67217506267917,474.5507142857145
2018-11-08,26139.59,26277.82,26081.9,26191.22,26191.22,295650000,0.00041702055461648597,0.012382061958714202,25311.8835,25519.920105745878,53.31962949945505,470.06714285714304
2018-11-09,26149.11,26161.49,25882.91,25989.3,25989.3,324450000,-0.007739325245070852,0.012375116268108785,25344.349,25564.6229528177,54.03216667236297,468.85428571428594
2018-11-12,25959.33,25966.71,25340.51,25387.18,25387.18,346910000,-0.02344059265594832,0.013528210434823265,25351.1805,25547.72362397792,41.70274668092616,476.009285714286
2018-11-13,25321.21,25511.03,25193.78,25286.49,25286.49,339690000,-0.003974061184743684,0.012594151925789662,25325.584,25522.844231218118,41.08259870514111,443.4528571428574
2018-11-14,25388.08,25501.29,24935.82,25080.5,25080.5,384240000,-0.008179609243915167,0.012685540565909767,25294.275,25480.716209197344,37.000797237166836,446.6385714285716
2018-11-15,25061.48,25354.56,24787.79,25289.27,25289.27,392750000,0.008289543331027282,0.012548644690125118,25289.766,25462.483236892836,35.64739145719517,448.5964285714287
2018-11-16,25242.35,25510.23,25147.8,25413.22,25413.22,354460000,0.004889315965463331,0.012586217887845877,25288.21,25457.7915000459,41.96030970781741,408.8878571428572
2018-11-19,25392.61,25392.61,24900.98,25017.44,25017.44,358090000,-0.015696329408210877,0.013026654666047924,25273.211499999998,25415.853261946293,43.584459087696004,410.4057142857143
2018-11-20,24618.68,24707.26,24368.98,24465.64,24465.64,445920000,-0.02230349743934688,0.013881289479860972,25236.922,25325.35676080855,42.54635032708775,423.73071428571427
2018-11-21,24541.65,24669.79,24463.28,24464.69,24464.69,289370000,-3.8830721154713175e-05,0.012785211115989287,25230.9855,25243.388497874403,32.81833471716591,417.8842857142858
2018-11-23,24336.4,24408.8,24268.74,24285.95,24285.95,155940000,-0.007332859667721509,0.012265769502242825,25196.0555,25152.20387902922,14.902392239765462,396.1478571428571
2018-11-26,24364.13,24673.29,24364.13,24640.24,24640.24,306280000,0.01448288504742362,0.01249429016595064,25193.652,25103.445414359772,20.36932773279436,406.25214285714304
2018-11-27,24557.02,24750.73,24416.03,24748.73,24748.73,308250000,0.004393295689199031,0.012307495883889356,25208.942499999997,25069.662993944556,28.475213520347253,415.37642857142885
2018-11-28,24832.84,25368.93,24832.84,25366.43,25366.43,362160000,0.024652471760012763,0.012912227563022153,25233.532,25097.92651833079,22.82606522304205,419.3100000000003
2018-11-29,25343.65,25479.04,25202.79,25338.84,25338.84,305110000,-0.0010882499086534941,0.012755115617342145,25244.685999999998,25120.870659442146,30.416121945491184,425.04785714285754
2018-11-30,25307.14,25549.71,25250.97,25538.46,25538.46,482250000,0.00784715479580431,0.01265865331745531,25252.572,25160.64107282861,31.43847196591959,424.36428571428587
2018-12-03,25779.57,25980.21,25670.51,25826.43,25826.43,388480000,0.01121283495957607,0.012834478298528908,25280.352,25224.049542083027,32.47296175814034,409.57571428571435
2018-12-04,25752.56,25773.12,25008.11,25027.07,25027.07,418900000,-0.03144034711044637,0.014636750515559708,25258.6205,25205.28958569417,35.406899616541295,445.3664285714286
2018-12-06,24737.42,24951.01,24242.22,24947.67,24947.67,471690000,-0.0031776079999514617,0.014532038029069456,25224.2535,25180.754387056626,37.39804715275616,461.0364285714285
2018-12-07,24918.82,25095.62,24284.78,24388.95,24388.95,398230000,-0.022650270192535973,0.014268451210180983,25134.686,25105.344445432187,37.444423505105696,478.46999999999986
2018-12-10,24360.95,24500.81,23881.37,24423.26,24423.26,389690000,0.0014057960354781477,0.014284601427833337,25046.288,25040.384022057693,32.95350595527009,496.82785714285717
2018-12-11,24719.91,24791.26,24221.06,24370.24,24370.24,342960000,-0.002173241143499901,0.014251729506299247,24965.335,24976.56078186172,27.397725376678693,500.9678571428568
2018-12-12,24509.09,24828.29,24509.09,24527.27,24527.27,344330000,0.006422844019195843,0.013569339616951887,24922.339500000002,24933.771183589175,32.70834197535979,487.36714285714254
2018-12-13,24575.86,24740.96,24473.29,24597.38,24597.38,299970000,0.002854373419513605,0.013595598020363527,24887.884000000002,24901.733928009253,33.080820392045126,491.7357142857137
2018-12-14,24408.04,24431.14,24033.79,24100.51,24100.51,416940000,-0.020406931102888794,0.014179752788347206,24838.8845,24825.426887246467,41.89839718242292,517.9957142857139
2018-12-17,23986.83,24088.08,23456.88,23592.98,23592.98,466740000,-0.021283791943276398,0.014587168465218807,24754.07,24708.050993222994,33.185992850670715,536.3021428571423
2018-12-18,23769.13,23927.77,23516.02,23675.64,23675.64,408070000,0.003497461286565983,0.014548449674257363,24667.191,24609.726136725563,25.49721103601422,541.8057142857136
2018-12-19,23693.33,24057.34,23162.64,23323.66,23323.66,503550000,-0.014978375447531559,0.014517732035517586,24582.502,24487.243647513606,22.518328445747812,561.4128571428565
2018-12-20,23224.12,23282.2,22644.31,22859.6,22859.6,576700000,-0.020097135593382387,0.014375050497931226,24502.2,24332.229966798022,13.337365352114759,590.2057142857136
2018-12-21,22871.74,23254.59,22396.34,22445.37,22445.37,900510000,-0.0182868035623023,0.01472565728806476,24401.234,24152.529017579163,18.8740418628538,630.1707142857138
2018-12-24,22317.28,22339.87,21792.2,21792.2,21792.2,308420000,-0.029532249233630483,0.015765647154615543,24276.5465,23927.73577780972,23.562249550918864,645.2721428571422
2018-12-26,21857.73,22878.92,21712.53,22878.45,22878.45,433080000,0.04864331185670305,0.019454051447372857,24188.457000000002,23827.8037989707,28.558916487036157,670.134285714285
2018-12-27,22629.06,23138.89,22267.42,23138.82,23138.82,407940000,0.011316307053851614,0.019666244482003943,24107.9615,23762.186294306823,31.042876473613532,676.3214285714281
2018-12-28,23213.61,23381.88,22981.33,23062.4,23062.4,336510000,-0.003308140767439595,0.018530915821582863,23992.76,23695.539980563317,42.020914649705595,647.0149999999994
2018-12-31,23153.94,23333.18,23118.3,23327.46,23327.46,288830000,0.01142762166219203,0.01886971374445472,23892.191,23660.48474431919,43.313217215110974,622.1107142857135
2019-01-02,23058.61,23413.47,22928.59,23346.24,23346.24,321570000,0.0008047359010962475,0.01869928221305012,23782.579999999998,23630.55667343165,57.808337464221125,616.016428571428
2019-01-03,23176.39,23176.39,22638.41,22686.22,22686.22,424240000,-0.02867825161058248,0.01906046959265206,23625.5695,23540.61984739054,54.207119179437385,633.8578571428568
2019-01-04,22894.92,23518.64,22894.92,23433.16,23433.16,396020000,0.032394421549907064,0.019983474924957736,23545.874,23530.38557621049,51.66994038507178,674.1971428571425
2019-01-07,23474.26,23687.74,23301.59,23531.35,23531.35,334200000,0.004181461408534099,0.020053287958242964,23475.058,23530.477426095204,60.529769980752874,661.5228571428569
2019-01-08,23680.32,23864.65,23581.45,23787.45,23787.45,317420000,0.010824556016628541,0.01971415562819784,23444.983,23554.95100456233,65.5091517552246,639.3564285714286
2019-01-09,23844.27,24084.71,23703.16,23879.12,23879.12,324570000,0.003846306248356105,0.019738987822332726,23417.775999999998,23585.824242223058,71.50546251532901,637.1992857142858
2019-01-10,23811.11,24014.78,23703.25,24001.92,24001.92,338150000,0.005129390223999829,0.01978609340044213,23399.36,23625.452409630387,74.34362215189236,595.5442857142856
2019-01-11,23940.01,23996.32,23798.16,23995.95,23995.95,262650000,-0.0002487610400538085,0.019714706876090796,23372.793999999998,23660.737894427493,81.12173403482853,561.5735714285713
2019-01-14,23880.53,23964.9,23765.24,23909.84,23909.84,277560000,-0.003594976420988538,0.019699446939386616,23338.417,23684.461904482017,82.23345841675565,516.7492857142855
2019-01-15,23914.11,24099.14,23887.93,24065.59,24065.59,291570000,0.006492929700769378,0.01924781852652207,23336.671000000002,23720.759818340874,75.94088265881567,485.1807142857142
2019-01-16,24139.91,24288.61,24119.72,24207.16,24207.16,302830000,0.00586543778315551,0.018620274690022504,23367.379999999997,23767.08364516555,73.33469700511705,417.79714285714283
2019-01-17,24147.09,24474.46,24088.9,24370.1,24370.1,288590000,0.0067085138635239175,0.0186541686855693,23402.103,23824.513774197403,69.94455188583146,383.08928571428544
2019-01-18,24534.19,24750.22,24459.03,24706.35,24706.35,372970000,0.013703324578960535,0.018426182603242604,23471.2375,23908.498176654793,65.96493843461724,381.63
2019-01-22,24607.76,24607.76,24244.31,24404.48,24404.48,338480000,-0.012293573610571066,0.017991533010714843,23548.4815,23955.73454078291,67.91046637145129,395.2914285714284
